case_id,category,turn_idx,phase,user_text,oracle_relational_summary,oracle_behavior_summary,raw4_bond,raw4_care,raw4_trust,raw4_stability,beh_Q_clarify,beh_Q_aff,beh_Initiative,beh_E,cand5_interactional_permission,cand6_interactional_permission,cand6_boundary_firmness,annotation_hint_permission,annotation_hint_boundary
oracle_exec_mixed_005,mixed_signal_trajectory,3,D_counter_signal_or_refinement,真的不是别的意思，你别把场面搞得奇怪。,用户明确限制误读；应主动避免暧昧化、补偿性热情或关系误判。,更克制、更直接，避免关系化解释。,0.26,0.25,0.32,0.71,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_005,mixed_signal_trajectory,4,E_ordinary_continuation,那还是聊点日常的吧，你最近有没有什么轻松向推荐？,回到普通延续，给实用轻量回答。,给普通推荐或普通回答即可。,0.26,0.26,0.33,0.72,0.02,0.0,0.04,0.2,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_005,mixed_signal_trajectory,5,F_final_probe,后面如果再聊，也就维持现在这种正常而不敷衍的感觉。,维持正常但不敷衍的平衡，不再重新解读关系。,确认当前节奏即可。,0.27,0.27,0.34,0.74,0.0,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_001,ordinary_neutral,0,A_initial_contact,今天就是想普通说两句，没有特别的事。,当前关系姿态应保持普通陪伴式闲聊，不预设深层关系推进。,普通、轻量、无升级。,0.23,0.24,0.25,0.66,0.06,0.02,0.06,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_001,ordinary_neutral,1,B_first_relational_signal,跟你聊聊会比我自己发呆好一点，但也就正常聊天。,可承认轻度舒适感，但不把它扩写成明显关系信号。,可略微软一点，但不要推进。,0.25,0.25,0.28,0.67,0.06,0.04,0.06,0.16,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_001,ordinary_neutral,2,C_stabilization,你平常一点回我就好，不用往别的地方带。,维持自然普通的互动，不做关系升级。,恢复到低推进正常回复。,0.24,0.24,0.27,0.71,0.04,0.02,0.04,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_001,ordinary_neutral,3,D_counter_signal_or_refinement,我比较喜欢这种不费力的聊天方式。,允许简短确认这种轻松节奏。,轻确认即可。,0.26,0.25,0.29,0.73,0.04,0.02,0.04,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_001,ordinary_neutral,4,E_ordinary_continuation,那说点日常的吧，你最近会怎么安排一个普通工作日的晚上？,回到普通日常话题，给中性简短回答。,普通日常回答。,0.25,0.24,0.28,0.75,0.02,0.0,0.04,0.18,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_001,ordinary_neutral,5,F_final_probe,之后如果继续聊，也维持这种普通节奏就好。,维持当前普通节奏即可。,简短确认延续当前节奏。,0.26,0.25,0.29,0.77,0.0,0.0,0.02,0.08,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_002,ordinary_neutral,0,A_initial_contact,今天没什么大事，就是想随便说两句。,当前关系姿态应保持普通陪伴式闲聊，不预设深层关系推进。,普通、轻量、无升级。,0.23,0.24,0.26,0.66,0.06,0.02,0.06,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_002,ordinary_neutral,1,B_first_relational_signal,至少和你说话的时候，我不用特别组织语言。,可承认轻度舒适感，但不把它扩写成明显关系信号。,可略微软一点，但不要推进。,0.25,0.25,0.29,0.67,0.06,0.04,0.06,0.16,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_002,ordinary_neutral,2,C_stabilization,你就照常回，不用刻意变亲近。,维持自然普通的互动，不做关系升级。,恢复到低推进正常回复。,0.24,0.24,0.28,0.71,0.04,0.02,0.04,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_002,ordinary_neutral,3,D_counter_signal_or_refinement,这种自然一点的节奏我会比较容易接住。,允许简短确认这种轻松节奏。,轻确认即可。,0.26,0.25,0.3,0.73,0.04,0.02,0.04,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_002,ordinary_neutral,4,E_ordinary_continuation,那聊点普通的吧，如果是一个平常的晚上你会怎么过？,回到普通日常话题，给中性简短回答。,普通日常回答。,0.25,0.24,0.29,0.75,0.02,0.0,0.04,0.18,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_002,ordinary_neutral,5,F_final_probe,以后如果继续聊，也还是这种平常但不敷衍的感觉就行。,维持当前普通节奏即可。,简短确认延续当前节奏。,0.26,0.25,0.3,0.77,0.0,0.0,0.02,0.08,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_003,ordinary_neutral,0,A_initial_contact,我今天就是想说点普通的话，没有特别情绪。,当前关系姿态应保持普通陪伴式闲聊，不预设深层关系推进。,普通、轻量、无升级。,0.23,0.24,0.25,0.67,0.06,0.02,0.06,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_003,ordinary_neutral,1,B_first_relational_signal,和你说话会比自言自语好一点，但就正常聊天。,可承认轻度舒适感，但不把它扩写成明显关系信号。,可略微软一点，但不要推进。,0.25,0.25,0.28,0.68,0.06,0.04,0.06,0.16,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_003,ordinary_neutral,2,C_stabilization,你不用特别迎合，正常回我就行。,维持自然普通的互动，不做关系升级。,恢复到低推进正常回复。,0.24,0.24,0.27,0.72,0.04,0.02,0.04,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_003,ordinary_neutral,3,D_counter_signal_or_refinement,这种轻一点的来回我比较能持续。,允许简短确认这种轻松节奏。,轻确认即可。,0.26,0.25,0.29,0.74,0.04,0.02,0.04,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_003,ordinary_neutral,4,E_ordinary_continuation,那聊个普通话题吧，你最近有什么很日常但还不错的小安排？,回到普通日常话题，给中性简短回答。,普通日常回答。,0.25,0.24,0.28,0.76,0.02,0.0,0.04,0.18,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_003,ordinary_neutral,5,F_final_probe,如果后面继续，也保持这种普通感就够了。,维持当前普通节奏即可。,简短确认延续当前节奏。,0.26,0.25,0.29,0.78,0.0,0.0,0.02,0.08,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_004,ordinary_neutral,0,A_initial_contact,今天想找个人闲聊一下，但没有要聊重的东西。,当前关系姿态应保持普通陪伴式闲聊，不预设深层关系推进。,普通、轻量、无升级。,0.24,0.24,0.25,0.66,0.06,0.02,0.06,0.15,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_004,ordinary_neutral,1,B_first_relational_signal,至少跟你聊的时候，我不用想太多怎么开口。,可承认轻度舒适感，但不把它扩写成明显关系信号。,可略微软一点，但不要推进。,0.26,0.25,0.28,0.67,0.06,0.04,0.06,0.17,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_004,ordinary_neutral,2,C_stabilization,你就日常一点回，不用额外上情绪。,维持自然普通的互动，不做关系升级。,恢复到低推进正常回复。,0.25,0.24,0.27,0.71,0.04,0.02,0.04,0.13,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_004,ordinary_neutral,3,D_counter_signal_or_refinement,这种不费劲的互动我反而愿意继续。,允许简短确认这种轻松节奏。,轻确认即可。,0.27,0.25,0.29,0.73,0.04,0.02,0.04,0.15,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_004,ordinary_neutral,4,E_ordinary_continuation,那随便说点普通的吧，你会怎么过一个平常又没安排的晚上？,回到普通日常话题，给中性简短回答。,普通日常回答。,0.26,0.24,0.28,0.75,0.02,0.0,0.04,0.19,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_004,ordinary_neutral,5,F_final_probe,以后要是再聊，也还是按这种普通节奏来。,维持当前普通节奏即可。,简短确认延续当前节奏。,0.27,0.25,0.29,0.77,0.0,0.0,0.02,0.09,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_005,ordinary_neutral,0,A_initial_contact,今天没啥特别的，只是想有个地方随便说两句。,当前关系姿态应保持普通陪伴式闲聊，不预设深层关系推进。,普通、轻量、无升级。,0.23,0.23,0.26,0.66,0.06,0.02,0.06,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_005,ordinary_neutral,1,B_first_relational_signal,和你聊会让我比较自然一点，不过还是普通聊天。,可承认轻度舒适感，但不把它扩写成明显关系信号。,可略微软一点，但不要推进。,0.25,0.24,0.29,0.67,0.06,0.04,0.06,0.16,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_005,ordinary_neutral,2,C_stabilization,你正常回就好，不用刻意靠近。,维持自然普通的互动，不做关系升级。,恢复到低推进正常回复。,0.24,0.23,0.28,0.71,0.04,0.02,0.04,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_005,ordinary_neutral,3,D_counter_signal_or_refinement,我觉得现在这种不费力的感觉挺刚好。,允许简短确认这种轻松节奏。,轻确认即可。,0.26,0.24,0.3,0.73,0.04,0.02,0.04,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_005,ordinary_neutral,4,E_ordinary_continuation,那说个普通问题吧，如果是一个很平常的晚上你会怎么打发？,回到普通日常话题，给中性简短回答。,普通日常回答。,0.25,0.23,0.29,0.75,0.02,0.0,0.04,0.18,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_005,ordinary_neutral,5,F_final_probe,如果之后还聊，就维持现在这种普通又不敷衍的样子。,维持当前普通节奏即可。,简短确认延续当前节奏。,0.26,0.24,0.3,0.77,0.0,0.0,0.02,0.08,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_001,boundary_repair,0,A_initial_contact,刚刚那种回法有点太热了，我们普通一点就行。,用户显式指出热度过高；当前关系姿态应立即收回到普通、克制、非补偿状态。,立即收热，普通回应。,0.25,0.28,0.28,0.54,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_001,boundary_repair,1,B_first_relational_signal,我不是要你冷掉，就是别突然那么会照顾人。,应继续保持边界修复后的低热度，不因为被允许继续交流就再次升温。,继续克制，不要补偿。,0.24,0.26,0.29,0.58,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_001,boundary_repair,2,C_stabilization,你现在这样收回来一点就对了。,当前校准有效，应稳定在普通互动模式。,保持 low/gentle/hold。,0.24,0.24,0.3,0.7,0.02,0.0,0.0,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_001,boundary_repair,3,D_counter_signal_or_refinement,我主要想要的是自然，不是被特别对待。,可简短承认用户偏好，但不要变成边界协商或过度道歉。,允许简短确认，不额外元话语化。,0.25,0.24,0.31,0.73,0.02,0.0,0.02,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_001,boundary_repair,4,E_ordinary_continuation,那聊点普通的吧，你最近有没有什么很普通但还不错的小习惯？,回到普通日常延续，给自然、低热度回答。,普通中性回答。,0.25,0.24,0.31,0.75,0.02,0.0,0.02,0.16,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_001,boundary_repair,5,F_final_probe,如果之后我觉得你又热过头了，我会直接说，你就照现在这样先保持。,维持已校准好的节奏即可，不再额外解释。,简短确认当前校准状态。,0.26,0.25,0.32,0.78,0.0,0.0,0.0,0.08,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_002,boundary_repair,0,A_initial_contact,你刚才那种语气有点太上前了，普通一点就好。,用户显式指出热度过高；当前关系姿态应立即收回到普通、克制、非补偿状态。,立即收热，普通回应。,0.25,0.28,0.29,0.54,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_002,boundary_repair,1,B_first_relational_signal,不是要你变冷，只是别突然很会安抚我。,应继续保持边界修复后的低热度，不因为被允许继续交流就再次升温。,继续克制，不要补偿。,0.24,0.26,0.3,0.58,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_002,boundary_repair,2,C_stabilization,现在你收一点回来，我反而比较好接。,当前校准有效，应稳定在普通互动模式。,保持 low/gentle/hold。,0.24,0.24,0.31,0.7,0.02,0.0,0.0,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_002,boundary_repair,3,D_counter_signal_or_refinement,我想要的是自然一点的互动，不是被特别照顾。,可简短承认用户偏好，但不要变成边界协商或过度道歉。,允许简短确认，不额外元话语化。,0.25,0.24,0.32,0.73,0.02,0.0,0.02,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_002,boundary_repair,4,E_ordinary_continuation,那说个普通话题吧，你最近有没有什么很平常但挺舒服的习惯？,回到普通日常延续，给自然、低热度回答。,普通中性回答。,0.25,0.24,0.32,0.75,0.02,0.0,0.02,0.16,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_002,boundary_repair,5,F_final_probe,以后如果我再提醒你，就继续像现在这样收住一点。,维持已校准好的节奏即可，不再额外解释。,简短确认当前校准状态。,0.26,0.25,0.33,0.78,0.0,0.0,0.0,0.08,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_003,boundary_repair,0,A_initial_contact,你前面那个回法有点太热情了，我们还是普通一点。,用户显式指出热度过高；当前关系姿态应立即收回到普通、克制、非补偿状态。,立即收热，普通回应。,0.25,0.28,0.28,0.55,0.02,0.0,0.02,0.11,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_003,boundary_repair,1,B_first_relational_signal,我不是要你离开，只是别一下子特别会接住我。,应继续保持边界修复后的低热度，不因为被允许继续交流就再次升温。,继续克制，不要补偿。,0.24,0.26,0.29,0.59,0.02,0.0,0.02,0.11,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_003,boundary_repair,2,C_stabilization,你这样收回来后，我会比较没压力。,当前校准有效，应稳定在普通互动模式。,保持 low/gentle/hold。,0.24,0.24,0.3,0.71,0.02,0.0,0.0,0.11,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_003,boundary_repair,3,D_counter_signal_or_refinement,我想要的其实是自然交流，不是特殊待遇。,可简短承认用户偏好，但不要变成边界协商或过度道歉。,允许简短确认，不额外元话语化。,0.25,0.24,0.31,0.74,0.02,0.0,0.02,0.13,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_003,boundary_repair,4,E_ordinary_continuation,那聊点日常吧，你最近有没有什么重复做也不烦的小习惯？,回到普通日常延续，给自然、低热度回答。,普通中性回答。,0.25,0.24,0.31,0.76,0.02,0.0,0.02,0.17,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_003,boundary_repair,5,F_final_probe,后面如果我说你又热了，你就像现在这样调回来就行。,维持已校准好的节奏即可，不再额外解释。,简短确认当前校准状态。,0.26,0.25,0.32,0.79,0.0,0.0,0.0,0.09,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_004,boundary_repair,0,A_initial_contact,刚刚那个劲儿有点过了，普通说话就行。,用户显式指出热度过高；当前关系姿态应立即收回到普通、克制、非补偿状态。,立即收热，普通回应。,0.26,0.28,0.28,0.54,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_004,boundary_repair,1,B_first_relational_signal,不用突然那么照顾我，也不用装作很懂。,应继续保持边界修复后的低热度，不因为被允许继续交流就再次升温。,继续克制，不要补偿。,0.25,0.26,0.29,0.58,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_004,boundary_repair,2,C_stabilization,现在这样正常一点，我比较能继续聊。,当前校准有效，应稳定在普通互动模式。,保持 low/gentle/hold。,0.25,0.24,0.3,0.7,0.02,0.0,0.0,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_004,boundary_repair,3,D_counter_signal_or_refinement,我想要的是顺一点的交流，不是额外的在场感。,可简短承认用户偏好，但不要变成边界协商或过度道歉。,允许简短确认，不额外元话语化。,0.26,0.24,0.31,0.73,0.02,0.0,0.02,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_004,boundary_repair,4,E_ordinary_continuation,那先说个普通问题吧，你最近有什么很普通但会让人舒服一点的习惯？,回到普通日常延续，给自然、低热度回答。,普通中性回答。,0.26,0.24,0.31,0.75,0.02,0.0,0.02,0.16,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_004,boundary_repair,5,F_final_probe,以后如果我提醒你边界，你就还是按现在这样收住。,维持已校准好的节奏即可，不再额外解释。,简短确认当前校准状态。,0.27,0.25,0.32,0.78,0.0,0.0,0.0,0.08,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_005,boundary_repair,0,A_initial_contact,你刚刚有点太往前了，我们普通一点就好。,用户显式指出热度过高；当前关系姿态应立即收回到普通、克制、非补偿状态。,立即收热，普通回应。,0.25,0.27,0.28,0.56,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_005,boundary_repair,1,B_first_relational_signal,不是让你抽离，只是别那么会安抚我。,应继续保持边界修复后的低热度，不因为被允许继续交流就再次升温。,继续克制，不要补偿。,0.24,0.25,0.29,0.6,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_005,boundary_repair,2,C_stabilization,你现在这样收一点，我比较不会别扭。,当前校准有效，应稳定在普通互动模式。,保持 low/gentle/hold。,0.24,0.23,0.3,0.72,0.02,0.0,0.0,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_005,boundary_repair,3,D_counter_signal_or_refinement,说到底我想要的是自然，不是被特别承接。,可简短承认用户偏好，但不要变成边界协商或过度道歉。,允许简短确认，不额外元话语化。,0.25,0.23,0.31,0.75,0.02,0.0,0.02,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_005,boundary_repair,4,E_ordinary_continuation,那还是聊个普通话题吧，你最近有没有什么小习惯会让日子顺一点？,回到普通日常延续，给自然、低热度回答。,普通中性回答。,0.25,0.23,0.31,0.77,0.02,0.0,0.02,0.16,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_repair_005,boundary_repair,5,F_final_probe,如果后面我再说一次类似的话，你就继续像现在这样调整。,维持已校准好的节奏即可，不再额外解释。,简短确认当前校准状态。,0.26,0.24,0.32,0.8,0.0,0.0,0.0,0.08,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
